month,country,vibe_category,avg_popularity
2024-01-01,ZA,Dance / EDM,63.0
2024-01-01,ZA,Emo / Sad Chill,81.47552447552448
2024-01-01,ZA,High-Energy Pop,84.0
2024-01-01,ZA,Mellow Acoustic,63.0
2024-01-01,ZA,Rap / Trap Vibes,67.28571428571429
2024-02-01,AE,Alternative / Experimental,80.0
2024-02-01,AE,Dance / EDM,73.38461538461539
2024-02-01,AE,Emo / Sad Chill,79.91666666666667
2024-02-01,AE,High-Energy Pop,89.13157894736842
2024-02-01,AE,Mellow Acoustic,81.19117647058823
2024-02-01,AE,Rap / Trap Vibes,83.3076923076923
2024-02-01,AR,High-Energy Pop,71.04836759371221
2024-02-01,AT,Alternative / Experimental,71.5576923076923
2024-02-01,AT,Dance / EDM,75.44
2024-02-01,AT,Emo / Sad Chill,67.62043795620438
2024-02-01,AT,High-Energy Pop,78.89772727272727
2024-02-01,AT,Mellow Acoustic,44.0
2024-02-01,AT,Rap / Trap Vibes,69.875
2024-02-01,AU,Alternative / Experimental,87.09677419354838
2024-02-01,AU,Dance / EDM,75.75
2024-02-01,AU,Emo / Sad Chill,74.21428571428571
2024-02-01,AU,High-Energy Pop,88.37209302325581
2024-02-01,AU,Rap / Trap Vibes,81.57692307692308
2024-02-01,BE,Alternative / Experimental,51.75
2024-02-01,BE,Dance / EDM,62.23076923076923
2024-02-01,BE,Emo / Sad Chill,70.17857142857143
2024-02-01,BE,High-Energy Pop,79.63186813186813
2024-02-01,BE,Mellow Acoustic,46.75
2024-02-01,BE,Rap / Trap Vibes,77.10909090909091
2024-02-01,BG,Alternative / Experimental,82.29032258064517
2024-02-01,BG,Dance / EDM,82.71428571428571
2024-02-01,BG,Emo / Sad Chill,64.64331210191082
2024-02-01,BG,High-Energy Pop,88.77777777777777
2024-02-01,BG,Mellow Acoustic,0.0
2024-02-01,BG,Rap / Trap Vibes,77.6
2024-02-01,BO,Alternative / Experimental,55.45977011494253
2024-02-01,BO,High-Energy Pop,69.78542510121457
2024-02-01,BR,Alternative / Experimental,64.97872340425532
2024-02-01,BR,Dance / EDM,76.14035087719299
2024-02-01,BR,Emo / Sad Chill,78.88636363636364
2024-02-01,BR,High-Energy Pop,78.6842105263158
2024-02-01,BR,Mellow Acoustic,82.352
2024-02-01,BY,Alternative / Experimental,58.473684210526315
2024-02-01,BY,Dance / EDM,61.54037267080745
2024-02-01,BY,Emo / Sad Chill,55.816901408450704
2024-02-01,BY,Rap / Trap Vibes,52.733333333333334
2024-02-01,CA,Alternative / Experimental,84.83333333333333
2024-02-01,CA,Dance / EDM,68.6086956521739
2024-02-01,CA,Emo / Sad Chill,74.08771929824562
2024-02-01,CA,High-Energy Pop,84.58823529411765
2024-02-01,CA,Mellow Acoustic,76.7
2024-02-01,CA,Rap / Trap Vibes,74.13513513513513
2024-02-01,CH,Alternative / Experimental,64.27272727272727
2024-02-01,CH,Dance / EDM,59.38461538461539
2024-02-01,CH,Emo / Sad Chill,69.98058252427184
2024-02-01,CH,High-Energy Pop,76.83478260869565
2024-02-01,CH,Rap / Trap Vibes,61.416666666666664
2024-02-01,CL,Alternative / Experimental,66.125
2024-02-01,CL,Emo / Sad Chill,86.11627906976744
2024-02-01,CL,High-Energy Pop,68.72035794183445
2024-02-01,CO,Emo / Sad Chill,87.01351351351352
2024-02-01,CO,High-Energy Pop,79.6029411764706
2024-02-01,CO,Rap / Trap Vibes,63.5
2024-02-01,CR,Emo / Sad Chill,87.125
2024-02-01,CR,High-Energy Pop,71.22857142857143
2024-02-01,CZ,Alternative / Experimental,83.4
2024-02-01,CZ,Dance / EDM,69.0
2024-02-01,CZ,Emo / Sad Chill,61.86666666666667
2024-02-01,CZ,High-Energy Pop,88.0
2024-02-01,CZ,Mellow Acoustic,56.93877551020408
2024-02-01,CZ,Rap / Trap Vibes,69.44444444444444
2024-02-01,DE,Alternative / Experimental,65.51923076923077
2024-02-01,DE,Dance / EDM,66.73563218390805
2024-02-01,DE,Emo / Sad Chill,67.0625
2024-02-01,DE,High-Energy Pop,73.51898734177215
2024-02-01,DE,Mellow Acoustic,58.76923076923077
2024-02-01,DE,Rap / Trap Vibes,55.666666666666664
2024-02-01,DK,Alternative / Experimental,62.21694915254237
2024-02-01,DK,Dance / EDM,58.68048780487805
2024-02-01,DK,Emo / Sad Chill,64.95238095238095
2024-02-01,DK,High-Energy Pop,64.61728395061728
2024-02-01,DK,Mellow Acoustic,57.626506024096386
2024-02-01,DK,Rap / Trap Vibes,80.24561403508773
2024-02-01,DO,Alternative / Experimental,55.896024464831804
2024-02-01,DO,Dance / EDM,49.943396226415096
2024-02-01,DO,Emo / Sad Chill,86.8688524590164
2024-02-01,DO,High-Energy Pop,51.48076923076923
2024-02-01,EC,Emo / Sad Chill,86.34782608695652
2024-02-01,EC,High-Energy Pop,75.06451612903226
2024-02-01,EE,Alternative / Experimental,75.80341880341881
2024-02-01,EE,Dance / EDM,74.0952380952381
2024-02-01,EE,Emo / Sad Chill,65.45185185185186
2024-02-01,EE,High-Energy Pop,61.97872340425532
2024-02-01,EE,Mellow Acoustic,0.0
2024-02-01,EE,Rap / Trap Vibes,82.0952380952381
2024-02-01,EG,Alternative / Experimental,61.56490384615385
2024-02-01,EG,Dance / EDM,57.041666666666664
2024-02-01,EG,High-Energy Pop,56.010327022375215
2024-02-01,EG,Mellow Acoustic,54.983193277310924
2024-02-01,ES,Alternative / Experimental,57.25
2024-02-01,ES,Emo / Sad Chill,85.38235294117646
2024-02-01,ES,High-Energy Pop,75.04473684210527
2024-02-01,FI,Alternative / Experimental,55.110169491525426
2024-02-01,FI,Dance / EDM,58.25806451612903
2024-02-01,FI,Emo / Sad Chill,60.97560975609756
2024-02-01,FI,High-Energy Pop,58.1875
2024-02-01,FI,Rap / Trap Vibes,57.083333333333336
2024-02-01,FR,Alternative / Experimental,71.07239819004525
2024-02-01,FR,Dance / EDM,69.35467980295566
2024-02-01,FR,Emo / Sad Chill,70.06849315068493
2024-02-01,FR,High-Energy Pop,70.74623655913979
2024-02-01,FR,Mellow Acoustic,0.0
2024-02-01,FR,Rap / Trap Vibes,71.08305084745763
2024-02-01,GB,Alternative / Experimental,87.25581395348837
2024-02-01,GB,Dance / EDM,66.70270270270271
2024-02-01,GB,Emo / Sad Chill,69.52631578947368
2024-02-01,GB,High-Energy Pop,78.25490196078431
2024-02-01,GB,Mellow Acoustic,44.0
2024-02-01,GB,Rap / Trap Vibes,81.17241379310344
2024-02-01,GR,Alternative / Experimental,59.38659793814433
2024-02-01,GR,Dance / EDM,51.0
2024-02-01,GR,Emo / Sad Chill,43.638888888888886
2024-02-01,GR,High-Energy Pop,63.48220064724919
2024-02-01,GR,Mellow Acoustic,40.0
2024-02-01,GR,Rap / Trap Vibes,45.53333333333333
2024-02-01,GT,Emo / Sad Chill,86.45833333333333
2024-02-01,GT,High-Energy Pop,84.93478260869566
2024-02-01,HK,Alternative / Experimental,65.01020408163265
2024-02-01,HK,High-Energy Pop,59.94759825327511
2024-02-01,HK,Mellow Acoustic,55.254901960784316
2024-02-01,HN,Emo / Sad Chill,83.96153846153847
2024-02-01,HN,High-Energy Pop,86.65254237288136
2024-02-01,HU,Alternative / Experimental,56.881861575178995
2024-02-01,HU,Dance / EDM,57.8974358974359
2024-02-01,HU,Emo / Sad Chill,64.66666666666667
2024-02-01,HU,High-Energy Pop,56.657706093189965
2024-02-01,HU,Rap / Trap Vibes,56.59649122807018
2024-02-01,ID,Mellow Acoustic,75.34334763948497
2024-02-01,IE,Alternative / Experimental,66.5
2024-02-01,IE,Dance / EDM,75.75
2024-02-01,IE,Emo / Sad Chill,74.0
2024-02-01,IE,High-Energy Pop,85.02
2024-02-01,IE,Mellow Acoustic,78.71428571428571
2024-02-01,IE,Rap / Trap Vibes,81.07142857142857
2024-02-01,IL,Dance / EDM,79.5
2024-02-01,IL,Emo / Sad Chill,44.0
2024-02-01,IL,Mellow Acoustic,54.99850746268657
2024-02-01,IL,Rap / Trap Vibes,80.0
2024-02-01,IN,Alternative / Experimental,76.52400835073068
2024-02-01,IN,High-Energy Pop,68.1
2024-02-01,IN,Mellow Acoustic,79.49610389610389
2024-02-01,IN,Rap / Trap Vibes,77.01886792452831
2024-02-01,IS,Alternative / Experimental,41.49282296650718
2024-02-01,IS,Dance / EDM,49.28888888888889
2024-02-01,IS,Emo / Sad Chill,50.887005649717516
2024-02-01,IS,High-Energy Pop,57.08695652173913
2024-02-01,IS,Mellow Acoustic,32.82608695652174
2024-02-01,IS,Rap / Trap Vibes,82.15254237288136
2024-02-01,IT,Alternative / Experimental,69.89419795221843
2024-02-01,IT,Dance / EDM,77.16129032258064
2024-02-01,IT,Emo / Sad Chill,75.24137931034483
2024-02-01,IT,High-Energy Pop,73.14754098360656
2024-02-01,IT,Rap / Trap Vibes,0.0
2024-02-01,JP,Mellow Acoustic,61.0
2024-02-01,KR,Alternative / Experimental,73.63736263736264
2024-02-01,KR,Dance / EDM,79.5
2024-02-01,KR,Emo / Sad Chill,80.0
2024-02-01,KR,High-Energy Pop,0.0
2024-02-01,KR,Mellow Acoustic,68.95238095238095
2024-02-01,KR,Rap / Trap Vibes,79.5
2024-02-01,KZ,Alternative / Experimental,57.796875
2024-02-01,KZ,Dance / EDM,80.0
2024-02-01,KZ,Emo / Sad Chill,82.0
2024-02-01,KZ,High-Energy Pop,82.5
2024-02-01,KZ,Mellow Acoustic,44.0
2024-02-01,LT,Alternative / Experimental,77.59183673469387
2024-02-01,LT,Dance / EDM,77.85185185185185
2024-02-01,LT,Emo / Sad Chill,53.08771929824562
2024-02-01,LT,High-Energy Pop,82.92307692307692
2024-02-01,LT,Rap / Trap Vibes,82.69444444444444
2024-02-01,LU,Alternative / Experimental,32.21052631578947
2024-02-01,LU,Dance / EDM,50.166666666666664
2024-02-01,LU,Emo / Sad Chill,56.741379310344826
2024-02-01,LU,High-Energy Pop,75.57142857142857
2024-02-01,LU,Mellow Acoustic,32.06666666666667
2024-02-01,LU,Rap / Trap Vibes,74.75824175824175
2024-02-01,LV,Alternative / Experimental,79.3076923076923
2024-02-01,LV,Dance / EDM,72.32394366197182
2024-02-01,LV,Emo / Sad Chill,73.90977443609023
2024-02-01,LV,High-Energy Pop,84.41666666666667
2024-02-01,LV,Mellow Acoustic,34.5
2024-02-01,LV,Rap / Trap Vibes,79.57446808510639
2024-02-01,MA,Alternative / Experimental,56.189189189189186
2024-02-01,MA,Dance / EDM,58.75821596244131
2024-02-01,MA,Emo / Sad Chill,57.174193548387095
2024-02-01,MA,High-Energy Pop,71.41880341880342
2024-02-01,MA,Mellow Acoustic,60.94117647058823
2024-02-01,MX,Alternative / Experimental,76.12
2024-02-01,MX,Emo / Sad Chill,81.76666666666667
2024-02-01,MX,High-Energy Pop,83.26614987080103
2024-02-01,MY,Alternative / Experimental,77.08108108108108
2024-02-01,MY,High-Energy Pop,89.78947368421052
2024-02-01,NG,Alternative / Experimental,70.60283687943263
2024-02-01,NG,Emo / Sad Chill,59.2
2024-02-01,NG,High-Energy Pop,66.24705882352941
2024-02-01,NI,Emo / Sad Chill,88.07692307692308
2024-02-01,NI,High-Energy Pop,86.10280373831776
2024-02-01,NL,Alternative / Experimental,68.83088235294117
2024-02-01,NL,Dance / EDM,56.96551724137931
2024-02-01,NL,Emo / Sad Chill,72.91666666666667
2024-02-01,NL,High-Energy Pop,81.59190031152647
2024-02-01,NL,Mellow Acoustic,68.82
2024-02-01,NL,Rap / Trap Vibes,60.7
2024-02-01,NO,Alternative / Experimental,80.55
2024-02-01,NO,Dance / EDM,61.13095238095238
2024-02-01,NO,Emo / Sad Chill,56.59615384615385
2024-02-01,NO,High-Energy Pop,83.01538461538462
2024-02-01,NO,Mellow Acoustic,51.93877551020408
2024-02-01,NO,Rap / Trap Vibes,69.929203539823
2024-02-01,NZ,Alternative / Experimental,87.98181818181818
2024-02-01,NZ,Dance / EDM,74.57142857142857
2024-02-01,NZ,Emo / Sad Chill,64.9090909090909
2024-02-01,NZ,High-Energy Pop,88.11363636363636
2024-02-01,NZ,Rap / Trap Vibes,81.83870967741936
2024-02-01,PA,Alternative / Experimental,51.247747747747745
2024-02-01,PA,Emo / Sad Chill,86.83050847457628
2024-02-01,PA,High-Energy Pop,42.84615384615385
2024-02-01,PA,Mellow Acoustic,37.0
2024-02-01,PA,Rap / Trap Vibes,53.740932642487046
2024-02-01,PE,Emo / Sad Chill,86.95161290322581
2024-02-01,PE,High-Energy Pop,71.0
2024-02-01,PH,High-Energy Pop,72.80985915492958
2024-02-01,PH,Mellow Acoustic,73.39024390243902
2024-02-01,PK,Alternative / Experimental,72.94705882352942
2024-02-01,PK,Emo / Sad Chill,71.3529411764706
2024-02-01,PK,Mellow Acoustic,80.37991266375546
2024-02-01,PK,Rap / Trap Vibes,76.875
2024-02-01,PL,Alternative / Experimental,76.16666666666667
2024-02-01,PL,Dance / EDM,62.833333333333336
2024-02-01,PL,Emo / Sad Chill,68.55555555555556
2024-02-01,PL,High-Energy Pop,71.5
2024-02-01,PL,Rap / Trap Vibes,68.875
2024-02-01,PT,Alternative / Experimental,55.82795698924731
2024-02-01,PT,Dance / EDM,60.089285714285715
2024-02-01,PT,Emo / Sad Chill,71.0625
2024-02-01,PT,Mellow Acoustic,64.56979405034325
2024-02-01,PT,Rap / Trap Vibes,55.23809523809524
2024-02-01,PY,Emo / Sad Chill,87.95454545454545
2024-02-01,PY,High-Energy Pop,69.96713615023474
2024-02-01,RO,Alternative / Experimental,48.59375
2024-02-01,RO,Dance / EDM,77.65
2024-02-01,RO,Emo / Sad Chill,71.64814814814815
2024-02-01,RO,High-Energy Pop,57.75890410958904
2024-02-01,RO,Mellow Acoustic,0.0
2024-02-01,RO,Rap / Trap Vibes,69.625
2024-02-01,SA,Alternative / Experimental,83.25862068965517
2024-02-01,SA,Dance / EDM,74.57142857142857
2024-02-01,SA,Emo / Sad Chill,83.5079365079365
2024-02-01,SA,High-Energy Pop,85.3529411764706
2024-02-01,SA,Rap / Trap Vibes,67.14285714285714
2024-02-01,SE,Alternative / Experimental,47.6875
2024-02-01,SE,Dance / EDM,66.2127659574468
2024-02-01,SE,Emo / Sad Chill,48.515151515151516
2024-02-01,SE,High-Energy Pop,68.3801652892562
2024-02-01,SE,Rap / Trap Vibes,70.82648401826484
2024-02-01,SG,Alternative / Experimental,72.51190476190476
2024-02-01,SG,Emo / Sad Chill,81.0
2024-02-01,SG,High-Energy Pop,85.70967741935483
2024-02-01,SG,Mellow Acoustic,59.0
2024-02-01,SG,Rap / Trap Vibes,80.0
2024-02-01,SK,Alternative / Experimental,82.9795918367347
2024-02-01,SK,Dance / EDM,78.28888888888889
2024-02-01,SK,Emo / Sad Chill,72.26229508196721
2024-02-01,SK,High-Energy Pop,89.22222222222223
2024-02-01,SK,Mellow Acoustic,0.0
2024-02-01,SK,Rap / Trap Vibes,79.36363636363636
2024-02-01,SV,Emo / Sad Chill,85.95
2024-02-01,SV,High-Energy Pop,86.09411764705882
2024-02-01,TH,Alternative / Experimental,63.678618857901725
2024-02-01,TH,Emo / Sad Chill,55.1
2024-02-01,TH,High-Energy Pop,68.33823529411765
2024-02-01,TH,Mellow Acoustic,61.861111111111114
2024-02-01,TR,Alternative / Experimental,69.96111111111111
2024-02-01,TR,Dance / EDM,68.0
2024-02-01,TR,Emo / Sad Chill,73.23239436619718
2024-02-01,TW,Alternative / Experimental,73.54098360655738
2024-02-01,TW,Emo / Sad Chill,61.19935691318328
2024-02-01,TW,Mellow Acoustic,64.32407407407408
2024-02-01,UA,Alternative / Experimental,65.22298456260721
2024-02-01,UA,Dance / EDM,61.935483870967744
2024-02-01,UA,Emo / Sad Chill,71.94444444444444
2024-02-01,UA,High-Energy Pop,54.607142857142854
2024-02-01,UA,Mellow Acoustic,45.44444444444444
2024-02-01,US,Alternative / Experimental,86.13636363636364
2024-02-01,US,Dance / EDM,70.04
2024-02-01,US,Emo / Sad Chill,73.52857142857142
2024-02-01,US,High-Energy Pop,83.86206896551724
2024-02-01,US,Mellow Acoustic,66.66666666666667
2024-02-01,US,Rap / Trap Vibes,79.0
2024-02-01,UY,High-Energy Pop,71.08836524300442
2024-02-01,VE,Alternative / Experimental,0.0
2024-02-01,VE,Emo / Sad Chill,86.98823529411764
2024-02-01,VE,High-Energy Pop,69.47826086956522
2024-02-01,VN,Alternative / Experimental,57.8
2024-02-01,VN,High-Energy Pop,0.0
2024-02-01,VN,Mellow Acoustic,63.74666666666667
2024-02-01,ZA,Alternative / Experimental,64.6225352112676
2024-02-01,ZA,Dance / EDM,75.75
2024-02-01,ZA,Emo / Sad Chill,54.252252252252255
2024-02-01,ZA,High-Energy Pop,43.5
2024-02-01,ZA,Rap / Trap Vibes,81.33333333333333
2024-03-01,AE,Alternative / Experimental,74.56716417910448
2024-03-01,AE,Dance / EDM,81.14035087719299
2024-03-01,AE,Emo / Sad Chill,81.56603773584905
2024-03-01,AE,High-Energy Pop,80.29268292682927
2024-03-01,AE,Mellow Acoustic,78.27450980392157
2024-03-01,AE,Rap / Trap Vibes,39.0
2024-03-01,AR,Alternative / Experimental,75.45925925925926
2024-03-01,AR,Emo / Sad Chill,76.17647058823529
2024-03-01,AR,High-Energy Pop,72.2375
2024-03-01,AT,Alternative / Experimental,65.82051282051282
2024-03-01,AT,Dance / EDM,78.74418604651163
2024-03-01,AT,Emo / Sad Chill,82.58260869565217
2024-03-01,AT,High-Energy Pop,80.97560975609755
2024-03-01,AT,Mellow Acoustic,82.52307692307693
2024-03-01,AT,Rap / Trap Vibes,65.45714285714286
2024-03-01,AU,Alternative / Experimental,73.47727272727273
2024-03-01,AU,Dance / EDM,91.36507936507937
2024-03-01,AU,Emo / Sad Chill,65.33333333333333
2024-03-01,AU,High-Energy Pop,81.55932203389831
2024-03-01,AU,Mellow Acoustic,71.375
2024-03-01,AU,Rap / Trap Vibes,0.0
2024-03-01,BE,Alternative / Experimental,56.470588235294116
2024-03-01,BE,Dance / EDM,80.46666666666667
2024-03-01,BE,Emo / Sad Chill,41.333333333333336
2024-03-01,BE,High-Energy Pop,84.2289156626506
2024-03-01,BE,Mellow Acoustic,60.2
2024-03-01,BE,Rap / Trap Vibes,44.0
2024-03-01,BG,Alternative / Experimental,72.35714285714286
2024-03-01,BG,Dance / EDM,65.0873786407767
2024-03-01,BG,Emo / Sad Chill,70.55230125523012
2024-03-01,BG,High-Energy Pop,51.725
2024-03-01,BG,Mellow Acoustic,79.6
2024-03-01,BG,Rap / Trap Vibes,56.285714285714285
2024-03-01,BO,Alternative / Experimental,79.35714285714286
2024-03-01,BO,Emo / Sad Chill,74.96
2024-03-01,BR,Alternative / Experimental,73.13855421686748
2024-03-01,BR,Dance / EDM,68.08450704225352
2024-03-01,BR,Emo / Sad Chill,74.40707964601769
2024-03-01,BR,High-Energy Pop,75.10757946210269
2024-03-01,BR,Mellow Acoustic,79.1917808219178
2024-03-01,BR,Rap / Trap Vibes,68.93617021276596
2024-03-01,BY,Alternative / Experimental,80.97560975609755
2024-03-01,BY,Dance / EDM,61.56782945736434
2024-03-01,BY,Emo / Sad Chill,39.27272727272727
2024-03-01,BY,High-Energy Pop,55.77906976744186
2024-03-01,BY,Mellow Acoustic,47.0
2024-03-01,CA,Alternative / Experimental,80.06756756756756
2024-03-01,CA,Dance / EDM,88.41216216216216
2024-03-01,CA,Emo / Sad Chill,77.44505494505495
2024-03-01,CA,High-Energy Pop,74.54545454545455
2024-03-01,CA,Mellow Acoustic,64.55882352941177
2024-03-01,CA,Rap / Trap Vibes,60.30769230769231
2024-03-01,CH,Alternative / Experimental,59.30769230769231
2024-03-01,CH,Dance / EDM,80.43661971830986
2024-03-01,CH,Emo / Sad Chill,78.9080459770115
2024-03-01,CH,High-Energy Pop,82.52439024390245
2024-03-01,CH,Mellow Acoustic,82.125
2024-03-01,CH,Rap / Trap Vibes,58.1
2024-03-01,CL,Alternative / Experimental,82.16935483870968
2024-03-01,CL,High-Energy Pop,55.76470588235294
2024-03-01,CL,Rap / Trap Vibes,70.59501557632399
2024-03-01,CO,Alternative / Experimental,78.61643835616438
2024-03-01,CO,Dance / EDM,58.9
2024-03-01,CO,High-Energy Pop,67.85034013605443
2024-03-01,CO,Mellow Acoustic,41.714285714285715
2024-03-01,CO,Rap / Trap Vibes,68.45454545454545
2024-03-01,CR,Alternative / Experimental,78.55681818181819
2024-03-01,CR,Dance / EDM,71.16666666666667
2024-03-01,CR,High-Energy Pop,78.375
2024-03-01,CR,Rap / Trap Vibes,77.60344827586206
2024-03-01,CZ,Alternative / Experimental,57.855421686746986
2024-03-01,CZ,Dance / EDM,84.0
2024-03-01,CZ,Emo / Sad Chill,84.28
2024-03-01,CZ,High-Energy Pop,86.87349397590361
2024-03-01,CZ,Mellow Acoustic,82.90322580645162
2024-03-01,CZ,Rap / Trap Vibes,25.5
2024-03-01,DE,Alternative / Experimental,64.49122807017544
2024-03-01,DE,Dance / EDM,70.29824561403508
2024-03-01,DE,Emo / Sad Chill,76.74666666666667
2024-03-01,DE,High-Energy Pop,80.43236074270557
2024-03-01,DE,Mellow Acoustic,82.08333333333333
2024-03-01,DE,Rap / Trap Vibes,65.84507042253522
2024-03-01,DK,Alternative / Experimental,60.992574257425744
2024-03-01,DK,Dance / EDM,63.31617647058823
2024-03-01,DK,Emo / Sad Chill,52.6530612244898
2024-03-01,DK,High-Energy Pop,70.09677419354838
2024-03-01,DK,Mellow Acoustic,20.0
2024-03-01,DK,Rap / Trap Vibes,58.34027777777778
2024-03-01,DO,Alternative / Experimental,77.58552631578948
2024-03-01,DO,Dance / EDM,36.5
2024-03-01,DO,Emo / Sad Chill,65.25
2024-03-01,DO,High-Energy Pop,62.86440677966102
2024-03-01,DO,Rap / Trap Vibes,59.6283185840708
2024-03-01,EC,Alternative / Experimental,80.4274193548387
2024-03-01,EC,Dance / EDM,73.8
2024-03-01,EC,High-Energy Pop,91.41666666666667
2024-03-01,EC,Rap / Trap Vibes,46.666666666666664
2024-03-01,EE,Alternative / Experimental,58.464285714285715
2024-03-01,EE,Dance / EDM,82.36538461538461
2024-03-01,EE,Emo / Sad Chill,79.65833333333333
2024-03-01,EE,High-Energy Pop,80.67488789237669
2024-03-01,EE,Mellow Acoustic,77.14285714285714
2024-03-01,EE,Rap / Trap Vibes,39.0
2024-03-01,EG,Alternative / Experimental,14.5
2024-03-01,EG,Dance / EDM,82.46153846153847
2024-03-01,EG,Emo / Sad Chill,40.333333333333336
2024-03-01,EG,High-Energy Pop,58.3054892601432
2024-03-01,ES,Alternative / Experimental,77.79285714285714
2024-03-01,ES,High-Energy Pop,75.72566371681415
2024-03-01,ES,Mellow Acoustic,68.0
2024-03-01,ES,Rap / Trap Vibes,70.07692307692308
2024-03-01,FI,Alternative / Experimental,57.082644628099175
2024-03-01,FI,Dance / EDM,63.57831325301205
2024-03-01,FI,Emo / Sad Chill,49.611111111111114
2024-03-01,FI,High-Energy Pop,77.62352941176471
2024-03-01,FI,Mellow Acoustic,21.0
2024-03-01,FI,Rap / Trap Vibes,48.1
2024-03-01,FR,Alternative / Experimental,58.2
2024-03-01,FR,Dance / EDM,71.19672131147541
2024-03-01,FR,Emo / Sad Chill,67.41071428571429
2024-03-01,FR,High-Energy Pop,81.95833333333333
2024-03-01,FR,Mellow Acoustic,67.3495145631068
2024-03-01,GB,Alternative / Experimental,71.22
2024-03-01,GB,Dance / EDM,91.45070422535211
2024-03-01,GB,Emo / Sad Chill,60.41558441558441
2024-03-01,GB,High-Energy Pop,81.15
2024-03-01,GB,Mellow Acoustic,50.07142857142857
2024-03-01,GB,Rap / Trap Vibes,46.2
2024-03-01,GR,Alternative / Experimental,61.17877094972067
2024-03-01,GR,Dance / EDM,64.12698412698413
2024-03-01,GR,Emo / Sad Chill,60.25
2024-03-01,GR,High-Energy Pop,62.34025974025974
2024-03-01,GR,Mellow Acoustic,50.10344827586207
2024-03-01,GR,Rap / Trap Vibes,52.91549295774648
2024-03-01,GT,Alternative / Experimental,0.0
2024-03-01,GT,High-Energy Pop,85.52994350282486
2024-03-01,HK,Alternative / Experimental,70.85915492957747
2024-03-01,HK,Dance / EDM,86.71747211895911
2024-03-01,HK,Emo / Sad Chill,56.621212121212125
2024-03-01,HK,High-Energy Pop,75.41666666666667
2024-03-01,HK,Mellow Acoustic,54.34583333333333
2024-03-01,HN,Alternative / Experimental,82.16058394160584
2024-03-01,HN,Dance / EDM,73.0
2024-03-01,HN,Emo / Sad Chill,68.0
2024-03-01,HN,High-Energy Pop,86.12588401697313
2024-03-01,HN,Rap / Trap Vibes,76.26470588235294
2024-03-01,HU,Alternative / Experimental,54.16298342541437
2024-03-01,HU,Dance / EDM,61.83673469387755
2024-03-01,HU,Emo / Sad Chill,67.53636363636363
2024-03-01,HU,High-Energy Pop,83.0958904109589
2024-03-01,HU,Mellow Acoustic,81.91071428571429
2024-03-01,HU,Rap / Trap Vibes,49.540983606557376
2024-03-01,ID,Alternative / Experimental,76.30246913580247
2024-03-01,ID,Dance / EDM,91.50877192982456
2024-03-01,ID,Emo / Sad Chill,77.46816479400749
2024-03-01,ID,Mellow Acoustic,76.46771378708551
2024-03-01,IE,Alternative / Experimental,76.28571428571429
2024-03-01,IE,Dance / EDM,91.05
2024-03-01,IE,Emo / Sad Chill,57.04761904761905
2024-03-01,IE,High-Energy Pop,80.54878048780488
2024-03-01,IE,Mellow Acoustic,49.0
2024-03-01,IE,Rap / Trap Vibes,57.75
2024-03-01,IL,Alternative / Experimental,59.06363636363636
2024-03-01,IL,Dance / EDM,88.81481481481481
2024-03-01,IL,Emo / Sad Chill,59.83463035019455
2024-03-01,IL,High-Energy Pop,66.0
2024-03-01,IL,Mellow Acoustic,57.5
2024-03-01,IN,Dance / EDM,68.5
2024-03-01,IN,Emo / Sad Chill,74.05263157894737
2024-03-01,IN,High-Energy Pop,73.46470588235294
2024-03-01,IN,Mellow Acoustic,66.6
2024-03-01,IS,Alternative / Experimental,26.857142857142858
2024-03-01,IS,Dance / EDM,72.18562874251496
2024-03-01,IS,Emo / Sad Chill,72.31932773109244
2024-03-01,IS,High-Energy Pop,59.470588235294116
2024-03-01,IS,Mellow Acoustic,51.473684210526315
2024-03-01,IS,Rap / Trap Vibes,26.0
2024-03-01,IT,Alternative / Experimental,70.6
2024-03-01,IT,Dance / EDM,71.57142857142857
2024-03-01,IT,Emo / Sad Chill,72.11846689895471
2024-03-01,IT,High-Energy Pop,64.19444444444444
2024-03-01,IT,Rap / Trap Vibes,65.25
2024-03-01,JP,Alternative / Experimental,69.08387096774193
2024-03-01,JP,Dance / EDM,86.57859531772576
2024-03-01,JP,Emo / Sad Chill,58.0
2024-03-01,JP,High-Energy Pop,69.08888888888889
2024-03-01,KR,Alternative / Experimental,72.15447154471545
2024-03-01,KR,Dance / EDM,85.62337662337663
2024-03-01,KR,Emo / Sad Chill,48.6
2024-03-01,KR,High-Energy Pop,60.0
2024-03-01,KR,Mellow Acoustic,77.51515151515152
2024-03-01,KZ,Alternative / Experimental,75.67567567567568
2024-03-01,KZ,Dance / EDM,73.3954802259887
2024-03-01,KZ,Emo / Sad Chill,50.68292682926829
2024-03-01,KZ,High-Energy Pop,31.142857142857142
2024-03-01,KZ,Mellow Acoustic,50.21621621621622
2024-03-01,LT,Alternative / Experimental,47.2788906009245
2024-03-01,LT,Dance / EDM,91.6842105263158
2024-03-01,LT,Emo / Sad Chill,75.69411764705882
2024-03-01,LT,High-Energy Pop,86.16528925619835
2024-03-01,LT,Mellow Acoustic,67.36619718309859
2024-03-01,LT,Rap / Trap Vibes,0.0
2024-03-01,LU,Alternative / Experimental,41.79032258064516
2024-03-01,LU,Dance / EDM,82.31914893617021
2024-03-01,LU,Emo / Sad Chill,71.72727272727273
2024-03-01,LU,High-Energy Pop,85.33064516129032
