month,country,vibe_category,avg_popularity
2020-10-01,KZ,Emo / Sad Chill,53.378787878787875
2020-10-01,KZ,Rap / Trap Vibes,54.85266457680251
2020-10-01,NG,High-Energy Pop,71.0
2020-10-01,RO,Dance / EDM,51.0
2020-10-01,SE,Mellow Acoustic,66.88155061019383
2020-10-01,SG,Mellow Acoustic,66.53846153846153
2020-11-01,AE,Emo / Sad Chill,1.0
2020-11-01,AT,Dance / EDM,69.0
2020-11-01,BY,Alternative / Experimental,69.48235294117647
2020-11-01,BY,High-Energy Pop,79.0
2020-11-01,CO,High-Energy Pop,78.0
2020-11-01,DE,Dance / EDM,72.33333333333333
2020-11-01,DK,Emo / Sad Chill,37.808510638297875
2020-11-01,DO,High-Energy Pop,78.0
2020-11-01,EE,Alternative / Experimental,70.21951219512195
2020-11-01,EE,High-Energy Pop,46.0
2020-11-01,EE,Rap / Trap Vibes,13.0
2020-11-01,HN,High-Energy Pop,78.2
2020-11-01,ID,Alternative / Experimental,87.79545454545455
2020-11-01,ID,Mellow Acoustic,78.34959349593495
2020-11-01,IS,Emo / Sad Chill,40.10769230769231
2020-11-01,IS,Rap / Trap Vibes,16.5
2020-11-01,KZ,Alternative / Experimental,69.33333333333333
2020-11-01,KZ,Emo / Sad Chill,79.33333333333333
2020-11-01,LV,Alternative / Experimental,70.84482758620689
2020-11-01,LV,Emo / Sad Chill,34.5
2020-11-01,LV,High-Energy Pop,85.36363636363636
2020-11-01,MY,Alternative / Experimental,87.84023668639053
2020-11-01,NL,Alternative / Experimental,50.0
2020-11-01,NO,Emo / Sad Chill,62.145833333333336
2020-11-01,NZ,Alternative / Experimental,83.07826086956521
2020-11-01,PA,High-Energy Pop,79.0
2020-11-01,PY,High-Energy Pop,78.375
2020-11-01,RO,High-Energy Pop,37.0
2020-11-01,SE,Emo / Sad Chill,62.76190476190476
2020-11-01,SE,Mellow Acoustic,62.979166666666664
2020-11-01,SV,Emo / Sad Chill,79.14285714285714
2020-11-01,TH,Mellow Acoustic,66.97986577181209
2020-11-01,UA,Alternative / Experimental,68.98181818181818
2020-11-01,US,Alternative / Experimental,86.0
2020-11-01,VE,Emo / Sad Chill,80.0
2020-11-01,VE,High-Energy Pop,78.33333333333333
2020-11-01,VN,High-Energy Pop,77.84615384615384
2020-11-01,ZA,Emo / Sad Chill,55.1125
2020-12-01,AE,Emo / Sad Chill,72.95652173913044
2020-12-01,AE,Mellow Acoustic,62.0
2020-12-01,AT,Mellow Acoustic,68.0
2020-12-01,AU,Alternative / Experimental,75.33333333333333
2020-12-01,BO,Mellow Acoustic,68.0
2020-12-01,CZ,High-Energy Pop,57.714285714285715
2020-12-01,DO,Mellow Acoustic,65.0
2020-12-01,EE,High-Energy Pop,39.46341463414634
2020-12-01,HN,Emo / Sad Chill,70.66666666666667
2020-12-01,HN,Mellow Acoustic,68.0
2020-12-01,LU,Emo / Sad Chill,8.5
2020-12-01,LU,Mellow Acoustic,65.0
2020-12-01,NI,Mellow Acoustic,68.0
2020-12-01,NO,Mellow Acoustic,60.13461538461539
2020-12-01,PA,Mellow Acoustic,68.0
2020-12-01,PK,Mellow Acoustic,62.470588235294116
2020-12-01,PL,High-Energy Pop,65.75545851528385
2020-12-01,PL,Mellow Acoustic,45.0
2020-12-01,RO,High-Energy Pop,54.057522123893804
2020-12-01,RO,Mellow Acoustic,49.0
2020-12-01,SE,Mellow Acoustic,65.15151515151516
2020-12-01,SG,Alternative / Experimental,74.4
2020-12-01,SG,Emo / Sad Chill,67.77777777777777
2020-12-01,SG,Mellow Acoustic,73.88235294117646
2020-12-01,SK,High-Energy Pop,57.46153846153846
2020-12-01,TH,Emo / Sad Chill,71.0
2020-12-01,TR,Alternative / Experimental,10.0
2020-12-01,VE,Mellow Acoustic,68.0
2020-12-01,VN,Alternative / Experimental,62.55625
2020-12-01,VN,Mellow Acoustic,62.88150289017341
2020-12-01,ZA,Alternative / Experimental,52.642857142857146
2021-01-01,CR,High-Energy Pop,37.0
2021-01-01,DK,Emo / Sad Chill,53.666666666666664
2021-01-01,HK,Alternative / Experimental,53.2
2021-01-01,HK,High-Energy Pop,76.14285714285714
2021-01-01,ID,Mellow Acoustic,80.02970297029702
2021-01-01,IS,Alternative / Experimental,0.0
2021-01-01,IS,Emo / Sad Chill,7.0
2021-01-01,JP,High-Energy Pop,76.4225352112676
2021-01-01,MA,Alternative / Experimental,59.07453416149068
2021-01-01,MA,Dance / EDM,51.666666666666664
2021-01-01,MA,Emo / Sad Chill,58.33579335793358
2021-01-01,MA,Mellow Acoustic,53.57142857142857
2021-01-01,NO,High-Energy Pop,73.0
2021-01-01,PK,Alternative / Experimental,77.16
2021-01-01,PY,High-Energy Pop,63.22727272727273
2021-01-01,ZA,Emo / Sad Chill,17.0
2021-02-01,BG,High-Energy Pop,68.72727272727273
2021-02-01,BY,Mellow Acoustic,54.22222222222222
2021-02-01,DO,High-Energy Pop,31.5
2021-02-01,GR,Emo / Sad Chill,55.0
2021-02-01,IL,Emo / Sad Chill,44.0
2021-02-01,IL,High-Energy Pop,38.5
2021-02-01,IN,Alternative / Experimental,75.1219512195122
2021-02-01,IT,Alternative / Experimental,68.17948717948718
2021-02-01,KZ,Dance / EDM,53.914027149321264
2021-02-01,LT,High-Energy Pop,69.0
2021-02-01,LU,Emo / Sad Chill,17.0
2021-02-01,LU,Mellow Acoustic,27.333333333333332
2021-02-01,MA,Dance / EDM,56.027522935779814
2021-02-01,PA,High-Energy Pop,69.0
2021-02-01,PL,High-Energy Pop,60.0
2021-02-01,SE,Emo / Sad Chill,67.175
2021-02-01,SE,Mellow Acoustic,19.25
2021-02-01,SK,High-Energy Pop,69.0
2021-02-01,UA,Mellow Acoustic,57.457142857142856
2021-03-01,BG,High-Energy Pop,36.714285714285715
2021-03-01,CO,High-Energy Pop,78.5
2021-03-01,CR,Dance / EDM,72.0
2021-03-01,CR,High-Energy Pop,79.68181818181819
2021-03-01,DO,High-Energy Pop,80.0
2021-03-01,EC,High-Energy Pop,72.0
2021-03-01,FR,Alternative / Experimental,74.47239263803681
2021-03-01,GT,High-Energy Pop,81.0
2021-03-01,ID,Mellow Acoustic,77.72199170124482
2021-03-01,IS,Alternative / Experimental,0.0
2021-03-01,IS,Emo / Sad Chill,0.0
2021-03-01,IS,High-Energy Pop,0.0
2021-03-01,KR,Emo / Sad Chill,57.03448275862069
2021-03-01,LU,Mellow Acoustic,33.0
2021-03-01,MA,Alternative / Experimental,56.23076923076923
2021-03-01,NL,Rap / Trap Vibes,41.0
2021-03-01,PE,High-Energy Pop,72.0
2021-03-01,PK,Alternative / Experimental,62.5
2021-03-01,SV,High-Energy Pop,81.0
2021-03-01,TH,Alternative / Experimental,59.73529411764706
2021-03-01,VE,High-Energy Pop,80.0
2021-04-01,CO,High-Energy Pop,73.0
2021-04-01,CR,High-Energy Pop,78.3076923076923
2021-04-01,EC,High-Energy Pop,78.47058823529412
2021-04-01,EG,High-Energy Pop,52.625
2021-04-01,GT,High-Energy Pop,75.0
2021-04-01,IL,Mellow Acoustic,53.333333333333336
2021-04-01,IS,Emo / Sad Chill,40.0
2021-04-01,KZ,Mellow Acoustic,55.283018867924525
2021-04-01,MY,Alternative / Experimental,74.0
2021-04-01,MY,High-Energy Pop,56.68181818181818
2021-04-01,NI,High-Energy Pop,75.0
2021-04-01,NO,Dance / EDM,53.0
2021-04-01,NZ,Dance / EDM,75.875
2021-04-01,PA,High-Energy Pop,78.32352941176471
2021-04-01,PH,Emo / Sad Chill,76.91304347826087
2021-04-01,PK,High-Energy Pop,68.6
2021-04-01,PK,Mellow Acoustic,54.166666666666664
2021-04-01,PT,Emo / Sad Chill,57.333333333333336
2021-04-01,SE,Emo / Sad Chill,62.0
2021-04-01,SE,Mellow Acoustic,63.64150943396226
2021-04-01,SG,High-Energy Pop,57.333333333333336
2021-04-01,VE,High-Energy Pop,78.4375
2021-04-01,VN,Mellow Acoustic,60.87096774193548
2021-05-01,BG,Alternative / Experimental,47.18103448275862
2021-05-01,IN,Dance / EDM,49.5
2021-05-01,IS,Emo / Sad Chill,43.5
2021-05-01,LU,Dance / EDM,30.166666666666668
2021-05-01,MA,High-Energy Pop,59.0
2021-05-01,MA,Mellow Acoustic,48.0
2021-05-01,PL,Alternative / Experimental,60.642857142857146
2021-05-01,RO,High-Energy Pop,51.5
2021-05-01,SG,Mellow Acoustic,83.5
2021-05-01,TH,Mellow Acoustic,66.44444444444444
2021-06-01,BY,Emo / Sad Chill,62.61363636363637
2021-06-01,BY,High-Energy Pop,62.138888888888886
2021-06-01,BY,Mellow Acoustic,61.51111111111111
2021-06-01,EE,High-Energy Pop,80.0
2021-06-01,EG,High-Energy Pop,59.386792452830186
2021-06-01,GT,Emo / Sad Chill,86.0
2021-06-01,HU,High-Energy Pop,48.0
2021-06-01,HU,Rap / Trap Vibes,42.0
2021-06-01,LU,Emo / Sad Chill,19.666666666666668
2021-06-01,LV,High-Energy Pop,80.0
2021-06-01,RO,High-Energy Pop,49.0
2021-06-01,SA,Alternative / Experimental,50.51111111111111
2021-06-01,SK,High-Energy Pop,46.4
2021-06-01,UA,Emo / Sad Chill,51.0
2021-06-01,UA,High-Energy Pop,62.666666666666664
2021-06-01,UA,Mellow Acoustic,62.5
2021-06-01,VN,Emo / Sad Chill,59.5
2021-06-01,VN,Mellow Acoustic,53.25
2021-07-01,BE,Mellow Acoustic,67.81818181818181
2021-07-01,BG,High-Energy Pop,41.0
2021-07-01,CH,Mellow Acoustic,64.0
2021-07-01,CR,Alternative / Experimental,68.0
2021-07-01,EC,High-Energy Pop,52.333333333333336
2021-07-01,FR,Dance / EDM,65.0
2021-07-01,FR,Mellow Acoustic,69.64285714285714
2021-07-01,HK,Mellow Acoustic,51.74074074074074
2021-07-01,HU,Dance / EDM,56.285714285714285
2021-07-01,ID,Emo / Sad Chill,79.6336032388664
2021-07-01,ID,Mellow Acoustic,67.4375
2021-07-01,IN,Alternative / Experimental,77.94827586206897
2021-07-01,IS,Emo / Sad Chill,8.0
2021-07-01,LT,High-Energy Pop,47.33613445378151
2021-07-01,MY,Emo / Sad Chill,79.14873417721519
2021-07-01,MY,Mellow Acoustic,70.77142857142857
2021-07-01,NG,High-Energy Pop,67.16666666666667
2021-07-01,PH,Emo / Sad Chill,75.76
2021-07-01,PK,Mellow Acoustic,71.66428571428571
2021-07-01,RO,Dance / EDM,56.728070175438596
2021-07-01,RO,High-Energy Pop,55.0
2021-07-01,SE,Mellow Acoustic,61.0
2021-07-01,SG,Emo / Sad Chill,48.333333333333336
2021-07-01,SV,High-Energy Pop,51.2
2021-07-01,TW,Emo / Sad Chill,65.10810810810811
2021-07-01,VN,Emo / Sad Chill,65.36363636363636
2021-07-01,VN,Mellow Acoustic,64.2
2021-08-01,BE,High-Energy Pop,66.0
2021-08-01,BY,Emo / Sad Chill,57.0
2021-08-01,CA,Mellow Acoustic,74.0
2021-08-01,CH,Mellow Acoustic,74.0
2021-08-01,CR,Alternative / Experimental,65.0
2021-08-01,DO,High-Energy Pop,71.0
2021-08-01,DO,Rap / Trap Vibes,64.0
2021-08-01,EG,Mellow Acoustic,62.337078651685395
2021-08-01,HK,Emo / Sad Chill,54.4
2021-08-01,HK,Mellow Acoustic,61.8936170212766
2021-08-01,IL,Emo / Sad Chill,53.196969696969695
2021-08-01,IN,Alternative / Experimental,59.666666666666664
2021-08-01,IN,Emo / Sad Chill,76.27450980392157
2021-08-01,KR,Emo / Sad Chill,58.925
2021-08-01,KZ,Alternative / Experimental,60.0
2021-08-01,LU,Alternative / Experimental,20.75
2021-08-01,LU,Mellow Acoustic,74.0
2021-08-01,MA,Alternative / Experimental,75.94594594594595
2021-08-01,NI,Alternative / Experimental,76.0
2021-08-01,NI,High-Energy Pop,74.0
2021-08-01,NL,High-Energy Pop,68.13157894736842
2021-08-01,NL,Mellow Acoustic,74.0
2021-08-01,PL,Dance / EDM,66.58285714285714
2021-08-01,PL,Mellow Acoustic,74.0
2021-08-01,SA,Alternative / Experimental,69.6
2021-08-01,SE,Mellow Acoustic,72.0
2021-08-01,SV,High-Energy Pop,63.0
2021-08-01,TH,Emo / Sad Chill,62.68493150684932
2021-09-01,BY,High-Energy Pop,58.45454545454545
2021-09-01,BY,Mellow Acoustic,57.166666666666664
2021-09-01,CR,High-Energy Pop,75.0
2021-09-01,EE,Emo / Sad Chill,10.0
2021-09-01,EG,High-Energy Pop,53.43076923076923
2021-09-01,FI,Alternative / Experimental,54.0
2021-09-01,IL,Emo / Sad Chill,55.547511312217196
2021-09-01,IN,High-Energy Pop,63.625
2021-09-01,LU,Emo / Sad Chill,26.375
2021-09-01,NG,Emo / Sad Chill,47.0
2021-09-01,PK,Emo / Sad Chill,76.86764705882354
2021-09-01,SE,Dance / EDM,65.11764705882354
2021-09-01,TH,Dance / EDM,71.7811320754717
2021-09-01,TH,Emo / Sad Chill,76.35984848484848
2021-09-01,VN,Mellow Acoustic,63.08771929824562
2021-09-01,ZA,Alternative / Experimental,42.0
2021-10-01,AE,Dance / EDM,85.0
2021-10-01,AE,High-Energy Pop,83.4
2021-10-01,AT,High-Energy Pop,83.0
2021-10-01,AU,High-Energy Pop,70.5
2021-10-01,BE,Alternative / Experimental,66.6
2021-10-01,BE,High-Energy Pop,69.0
2021-10-01,BE,Mellow Acoustic,55.0
2021-10-01,BG,Dance / EDM,80.0
2021-10-01,BG,High-Energy Pop,82.0
2021-10-01,BY,Alternative / Experimental,61.69635627530364
2021-10-01,CA,High-Energy Pop,70.0
2021-10-01,CH,High-Energy Pop,75.0
2021-10-01,CO,High-Energy Pop,20.0
2021-10-01,CO,Mellow Acoustic,75.0
2021-10-01,DK,High-Energy Pop,69.0
2021-10-01,EE,Dance / EDM,82.5625
2021-10-01,EE,High-Energy Pop,69.0
2021-10-01,EG,Emo / Sad Chill,62.93617021276596
2021-10-01,FR,Dance / EDM,70.0
2021-10-01,HK,Alternative / Experimental,50.0
2021-10-01,HK,Emo / Sad Chill,58.0
2021-10-01,ID,Mellow Acoustic,79.5446735395189
2021-10-01,IS,Dance / EDM,40.09090909090909
2021-10-01,IS,High-Energy Pop,18.0
2021-10-01,IS,Mellow Acoustic,53.333333333333336
2021-10-01,KR,Mellow Acoustic,59.876106194690266
2021-10-01,KZ,Emo / Sad Chill,54.20440881763527
2021-10-01,LT,Dance / EDM,84.0
2021-10-01,LT,High-Energy Pop,69.0
2021-10-01,LU,Emo / Sad Chill,32.833333333333336
2021-10-01,LU,High-Energy Pop,73.66666666666667
2021-10-01,LV,Dance / EDM,82.5
2021-10-01,LV,High-Energy Pop,69.0
2021-10-01,MA,Alternative / Experimental,50.294117647058826
2021-10-01,MA,Emo / Sad Chill,52.666666666666664
2021-10-01,MY,Mellow Acoustic,78.95378151260505
2021-10-01,NG,Rap / Trap Vibes,26.0
2021-10-01,NL,Alternative / Experimental,67.66666666666667
2021-10-01,NL,Mellow Acoustic,65.71428571428571
2021-10-01,NO,High-Energy Pop,69.0
2021-10-01,NZ,Alternative / Experimental,49.0
2021-10-01,NZ,High-Energy Pop,71.21052631578948
2021-10-01,PA,Dance / EDM,36.0
2021-10-01,PH,Mellow Acoustic,72.8125
2021-10-01,PL,Alternative / Experimental,66.0
2021-10-01,SE,Emo / Sad Chill,60.142857142857146
2021-10-01,SE,Rap / Trap Vibes,51.0
2021-10-01,SG,Emo / Sad Chill,75.0
2021-10-01,SG,High-Energy Pop,87.0
2021-10-01,SG,Mellow Acoustic,65.11111111111111
2021-10-01,SK,High-Energy Pop,85.33333333333333
2021-10-01,TW,High-Energy Pop,87.0
2021-10-01,VN,High-Energy Pop,64.23738872403561
2021-11-01,AE,Emo / Sad Chill,68.2
2021-11-01,BE,Alternative / Experimental,76.0
2021-11-01,BY,Emo / Sad Chill,59.333333333333336
2021-11-01,CZ,Dance / EDM,56.8
2021-11-01,DK,Alternative / Experimental,57.94736842105263
2021-11-01,DO,Emo / Sad Chill,2.0
2021-11-01,EG,Mellow Acoustic,56.30769230769231
2021-11-01,FI,Mellow Acoustic,52.5
2021-11-01,FR,Alternative / Experimental,74.90625
2021-11-01,GT,High-Energy Pop,48.0
2021-11-01,HN,Emo / Sad Chill,71.0
2021-11-01,ID,Emo / Sad Chill,78.94752186588921
2021-11-01,IE,Emo / Sad Chill,79.0
2021-11-01,KR,Mellow Acoustic,60.0
2021-11-01,KZ,Alternative / Experimental,62.658181818181816
2021-11-01,KZ,Emo / Sad Chill,53.15384615384615
2021-11-01,KZ,Mellow Acoustic,56.0
2021-11-01,LU,Alternative / Experimental,74.90625
2021-11-01,LV,Emo / Sad Chill,17.0
2021-11-01,LV,Mellow Acoustic,17.0
2021-11-01,NI,High-Energy Pop,22.0
2021-11-01,NO,Mellow Acoustic,62.60818713450293
2021-11-01,PK,Emo / Sad Chill,68.24615384615385
2021-11-01,SA,Alternative / Experimental,86.81632653061224
2021-11-01,SA,High-Energy Pop,0.0
2021-11-01,SE,Mellow Acoustic,53.0
2021-11-01,SG,Emo / Sad Chill,75.61290322580645
2021-11-01,TW,Emo / Sad Chill,67.64375
2021-11-01,UA,Alternative / Experimental,86.91397849462365
2021-11-01,UA,Mellow Acoustic,56.5
2021-12-01,AE,Alternative / Experimental,89.11570247933884
2021-12-01,AR,Alternative / Experimental,78.52142857142857
2021-12-01,AT,High-Energy Pop,47.5
2021-12-01,AU,Alternative / Experimental,89.0
2021-12-01,BO,Alternative / Experimental,83.0
2021-12-01,CA,Alternative / Experimental,89.0
2021-12-01,CO,Alternative / Experimental,82.96
2021-12-01,CR,Alternative / Experimental,82.06164383561644
2021-12-01,DO,Alternative / Experimental,81.0
2021-12-01,DO,Mellow Acoustic,79.0
2021-12-01,EC,Alternative / Experimental,82.04705882352941
2021-12-01,EE,Emo / Sad Chill,34.0
2021-12-01,EG,Mellow Acoustic,61.296052631578945
2021-12-01,GT,Alternative / Experimental,82.27058823529411
2021-12-01,HK,Alternative / Experimental,57.0
2021-12-01,HN,Alternative / Experimental,82.04419889502762
2021-12-01,HU,Dance / EDM,57.71875
2021-12-01,HU,Mellow Acoustic,53.236111111111114
2021-12-01,ID,Mellow Acoustic,75.0
2021-12-01,IL,Alternative / Experimental,52.666666666666664
2021-12-01,IL,Mellow Acoustic,56.45410628019324
2021-12-01,IN,Mellow Acoustic,75.0
2021-12-01,KR,Emo / Sad Chill,56.5
2021-12-01,KZ,Alternative / Experimental,52.75333333333333
2021-12-01,LT,Alternative / Experimental,89.0
2021-12-01,LU,Alternative / Experimental,87.0
2021-12-01,LU,Emo / Sad Chill,6.333333333333333
2021-12-01,LV,Alternative / Experimental,89.0
2021-12-01,NI,Alternative / Experimental,81.98492462311557
2021-12-01,NZ,High-Energy Pop,59.84615384615385
2021-12-01,PA,Alternative / Experimental,82.26315789473684
2021-12-01,PE,Alternative / Experimental,82.02487562189054
2021-12-01,PH,Mellow Acoustic,75.85464098073555
2021-12-01,PL,Mellow Acoustic,46.0
2021-12-01,PY,Alternative / Experimental,79.46153846153847
2021-12-01,RO,High-Energy Pop,53.0
2021-12-01,SA,Alternative / Experimental,89.1896551724138
2021-12-01,SA,Mellow Acoustic,35.0
2021-12-01,SG,Alternative / Experimental,67.76923076923077
2021-12-01,SK,Emo / Sad Chill,48.333333333333336
2021-12-01,SV,Alternative / Experimental,81.91703056768559
2021-12-01,TW,Alternative / Experimental,67.18
2021-12-01,UA,Alternative / Experimental,57.790419161676645
2021-12-01,US,Alternative / Experimental,89.0
2021-12-01,UY,Alternative / Experimental,78.91452991452991
2021-12-01,VE,Alternative / Experimental,81.90163934426229
2021-12-01,VE,High-Energy Pop,77.0
2021-12-01,VN,Mellow Acoustic,64.91906474820144
2021-12-01,ZA,Emo / Sad Chill,53.0
2022-01-01,AE,Mellow Acoustic,59.5
2022-01-01,AR,High-Energy Pop,78.96969696969697
2022-01-01,AT,Alternative / Experimental,41.0
2022-01-01,AT,Mellow Acoustic,85.0
2022-01-01,BO,High-Energy Pop,78.74074074074075
2022-01-01,BO,Mellow Acoustic,85.0
2022-01-01,CH,Mellow Acoustic,85.0
2022-01-01,CL,High-Energy Pop,78.25
2022-01-01,CO,Mellow Acoustic,59.0
2022-01-01,DK,Alternative / Experimental,47.666666666666664
2022-01-01,DK,Dance / EDM,59.25
2022-01-01,DO,Alternative / Experimental,51.708333333333336
2022-01-01,DO,Mellow Acoustic,85.0
2022-01-01,EC,High-Energy Pop,78.83333333333333
2022-01-01,EG,Alternative / Experimental,61.20484581497797
2022-01-01,GR,Mellow Acoustic,85.0
2022-01-01,HN,Mellow Acoustic,67.66666666666667
2022-01-01,ID,Mellow Acoustic,81.12
2022-01-01,IL,Emo / Sad Chill,20.0
2022-01-01,IS,Dance / EDM,2.0
2022-01-01,JP,Alternative / Experimental,73.1140350877193
2022-01-01,KR,Mellow Acoustic,82.09677419354838
2022-01-01,LT,Alternative / Experimental,48.89121338912134
2022-01-01,LT,Emo / Sad Chill,0.0
2022-01-01,LT,High-Energy Pop,49.13793103448276
2022-01-01,LU,Alternative / Experimental,18.0
2022-01-01,LU,Emo / Sad Chill,5.666666666666667
2022-01-01,LU,Mellow Acoustic,69.66666666666667
2022-01-01,LV,Emo / Sad Chill,43.61609907120743
2022-01-01,MY,Mellow Acoustic,81.67088607594937
2022-01-01,NI,Mellow Acoustic,67.66666666666667
2022-01-01,NO,Mellow Acoustic,55.0
2022-01-01,PA,Mellow Acoustic,85.0
2022-01-01,PE,High-Energy Pop,79.38181818181818
2022-01-01,PH,Mellow Acoustic,82.06666666666666
2022-01-01,PL,Alternative / Experimental,57.333333333333336
2022-01-01,PY,High-Energy Pop,79.38181818181818
2022-01-01,SA,Alternative / Experimental,46.724489795918366
2022-01-01,SG,Mellow Acoustic,81.9320987654321
2022-01-01,SV,Mellow Acoustic,67.66666666666667
2022-01-01,TH,Emo / Sad Chill,65.45794392523365
2022-01-01,TH,Mellow Acoustic,82.15
2022-01-01,TW,Mellow Acoustic,82.0
2022-01-01,UA,Alternative / Experimental,56.96491228070175
2022-01-01,UY,High-Energy Pop,78.90322580645162
2022-01-01,VE,Alternative / Experimental,38.333333333333336
2022-01-01,VE,Mellow Acoustic,67.66666666666667
2022-01-01,VN,Mellow Acoustic,57.333333333333336
2022-01-01,ZA,Alternative / Experimental,41.0
2022-01-01,ZA,Rap / Trap Vibes,38.0
2022-02-01,AE,Mellow Acoustic,73.0
2022-02-01,AT,Mellow Acoustic,74.0
2022-02-01,BO,Mellow Acoustic,74.0
2022-02-01,BY,Mellow Acoustic,57.5625
2022-02-01,DO,Mellow Acoustic,73.5
2022-02-01,EG,High-Energy Pop,62.739837398373986
2022-02-01,HK,Emo / Sad Chill,58.169398907103826
2022-02-01,HN,Mellow Acoustic,74.0
2022-02-01,ID,Mellow Acoustic,75.63636363636364
2022-02-01,IL,Alternative / Experimental,55.25
2022-02-01,IL,Emo / Sad Chill,49.0
2022-02-01,IN,Alternative / Experimental,49.0
2022-02-01,IN,Mellow Acoustic,73.10344827586206
2022-02-01,JP,Alternative / Experimental,74.81818181818181
2022-02-01,KZ,Emo / Sad Chill,50.022222222222226
2022-02-01,LU,Mellow Acoustic,73.5
2022-02-01,MY,Emo / Sad Chill,60.90425531914894
2022-02-01,NI,Mellow Acoustic,74.0
2022-02-01,NO,Dance / EDM,57.36363636363637
2022-02-01,NO,Emo / Sad Chill,46.0
2022-02-01,PA,Mellow Acoustic,74.0
2022-02-01,PK,Alternative / Experimental,6.0
2022-02-01,PK,Mellow Acoustic,70.75850043591979
2022-02-01,PT,Mellow Acoustic,63.5
2022-02-01,RO,Alternative / Experimental,55.25
2022-02-01,RO,Dance / EDM,54.0
2022-02-01,SA,High-Energy Pop,69.0
2022-02-01,SV,Mellow Acoustic,74.0
2022-02-01,UA,Alternative / Experimental,55.492753623188406
2022-02-01,VE,Mellow Acoustic,74.0
2022-02-01,VE,Rap / Trap Vibes,18.0
2022-03-01,AT,High-Energy Pop,56.57142857142857
2022-03-01,BE,Mellow Acoustic,76.77906976744185
2022-03-01,BG,Rap / Trap Vibes,48.7625
2022-03-01,BO,High-Energy Pop,49.0
2022-03-01,BR,Mellow Acoustic,71.33333333333333
2022-03-01,CZ,Emo / Sad Chill,59.544642857142854
2022-03-01,DE,High-Energy Pop,57.0
2022-03-01,DK,High-Energy Pop,53.0
2022-03-01,DO,High-Energy Pop,59.42156862745098
2022-03-01,FR,Dance / EDM,71.0
2022-03-01,FR,Mellow Acoustic,75.19393939393939
2022-03-01,ID,Mellow Acoustic,77.32876712328768
2022-03-01,IL,Dance / EDM,40.5
2022-03-01,JP,Alternative / Experimental,60.56666666666667
2022-03-01,KZ,Dance / EDM,51.41379310344828
2022-03-01,KZ,Emo / Sad Chill,48.21818181818182
2022-03-01,LU,Mellow Acoustic,77.0
2022-03-01,MA,Emo / Sad Chill,50.32258064516129
2022-03-01,NI,High-Energy Pop,38.0
2022-03-01,NL,High-Energy Pop,59.857142857142854
2022-03-01,NO,Alternative / Experimental,60.770833333333336
2022-03-01,PK,Mellow Acoustic,71.99438202247191
2022-03-01,PT,Mellow Acoustic,73.0
2022-03-01,RO,Alternative / Experimental,56.4296875
2022-03-01,SA,Emo / Sad Chill,36.0
2022-03-01,SE,Rap / Trap Vibes,70.86538461538461
2022-03-01,SK,Emo / Sad Chill,59.875
2022-03-01,TW,Mellow Acoustic,74.51948051948052
2022-04-01,AE,Mellow Acoustic,73.0
2022-04-01,AT,Mellow Acoustic,74.5
2022-04-01,AU,Emo / Sad Chill,87.39334637964775
2022-04-01,BG,High-Energy Pop,45.86666666666667
2022-04-01,BO,Mellow Acoustic,76.0
2022-04-01,BR,High-Energy Pop,74.5
2022-04-01,BR,Mellow Acoustic,75.47368421052632
2022-04-01,CA,Emo / Sad Chill,87.78571428571429
2022-04-01,CH,Dance / EDM,81.0
2022-04-01,CH,Mellow Acoustic,74.5
2022-04-01,CZ,Mellow Acoustic,55.87234042553192
2022-04-01,DK,Dance / EDM,61.80769230769231
2022-04-01,DO,Mellow Acoustic,74.5
2022-04-01,EE,Dance / EDM,26.0
2022-04-01,EG,Alternative / Experimental,46.0
2022-04-01,EG,High-Energy Pop,46.0
2022-04-01,FR,Emo / Sad Chill,61.5
2022-04-01,GB,Emo / Sad Chill,91.0
2022-04-01,GR,Emo / Sad Chill,57.0
2022-04-01,GR,Mellow Acoustic,76.0
2022-04-01,HN,High-Energy Pop,30.0
2022-04-01,HN,Mellow Acoustic,76.0
2022-04-01,ID,Mellow Acoustic,72.52631578947368
2022-04-01,IE,Emo / Sad Chill,87.26824034334764
2022-04-01,IN,Alternative / Experimental,62.07692307692308
2022-04-01,IS,Emo / Sad Chill,33.0
2022-04-01,IS,High-Energy Pop,20.0
2022-04-01,KR,Emo / Sad Chill,62.26086956521739
2022-04-01,KR,Mellow Acoustic,74.0
2022-04-01,KZ,Mellow Acoustic,55.34649910233393
2022-04-01,LU,Alternative / Experimental,13.333333333333334
2022-04-01,LU,High-Energy Pop,6.0
2022-04-01,LU,Mellow Acoustic,74.5
2022-04-01,MA,Emo / Sad Chill,56.0
2022-04-01,MY,Emo / Sad Chill,88.125
2022-04-01,NI,Mellow Acoustic,76.0
2022-04-01,NO,Emo / Sad Chill,87.0
2022-04-01,NO,High-Energy Pop,60.254901960784316
2022-04-01,NZ,Emo / Sad Chill,87.85714285714286
2022-04-01,PA,Mellow Acoustic,76.0
2022-04-01,PK,Alternative / Experimental,67.0
2022-04-01,PL,High-Energy Pop,65.8
2022-04-01,PT,Mellow Acoustic,76.09677419354838
2022-04-01,SE,Emo / Sad Chill,87.0
2022-04-01,SE,Mellow Acoustic,61.93333333333333
2022-04-01,SG,Alternative / Experimental,67.44262295081967
2022-04-01,SK,Dance / EDM,51.61739130434783
2022-04-01,SK,Mellow Acoustic,58.0
